video_id,video_title,comment_id,author,comment,likes,published_at,sentiment
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyJ0zuQfJZSLXFTIYl4AaABAg,@abduosyukur1709,Orang kalau sudah benci itu mau dalil apapun tetap salah. Tetaplah  berjalan meski banyak kerikil yg tajam di depanmu. Allah tidak tidur.,0,2025-11-02T03:26:46Z,positive
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzrAhiXVOLJat2cG7p4AaABAg,@MyEnjoyLive,"Adili, rampas asetnya dan hukum seumur hidup",0,2025-11-02T03:00:48Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxUEK5843h_bBfPPFR4AaABAg,@zork-s1o,Temennya YA DIBELA😂😂😂😂,0,2025-11-02T02:42:44Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyWTnR6ZUXlyQmgBwJ4AaABAg,@Ineberitakawan-v1v,"Pk Mahpud ngapain  di beberapa wawancara selalu berupaya meyakinkan bahwa Luhut  tidak terlibat ada apA sebenarnya apa  karna sering dtrasfer atau kedekatan ???
Sy sebagai rakyat biasa,cukup yakin karna dia  cukup lama di pemerintahan sebelumnya dan pengaruh nya di pemerintahan,cba cek berapa kekayaan nya selama menjabat,tolong bapak propesional biarkan di usut semua nya yg terlibat Tampa pandang bulu.",0,2025-11-02T00:28:05Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxF3GMyI6qzhLYOWwJ4AaABAg,@toksengat8588,SIRENE WHOOSH AKAN SERAP UTANG JUMBO WHOSH RAKYAT KEMENKEU JGN KWATIR POKOK NYA SETEL,0,2025-11-01T14:19:03Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwQQQP6T8vSvGIiib94AaABAg,@debbywibowo3555,"Kok pak mafud NGEPER sihh
Padahal kita udah 1 feeling LUHUT dicurigai.",0,2025-11-01T11:24:36Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwRDwf2eVjW47RJHkV4AaABAg,@AtOtBogor1,KPK takut😂,0,2025-11-01T03:04:50Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxkREwGGfkU9pJ8KI14AaABAg,@Lisamelisa-r3h,ok kemacetan yang mana yang berkurang karena whoosh jakarta bandung,0,2025-11-01T02:59:16Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwRScDy8BMTvhmRF4R4AaABAg,@zalhadismp9274,"Kok ragu, jelas"" Dia dari awal yg ngurus",0,2025-10-31T23:23:44Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugz0iihghe0Y_r_2K0t4AaABAg,@bakhtiaradrian327,"Ganti dulu ketua kpknya ,Bru di usut",0,2025-10-31T23:17:04Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzwzjRdJIHJTZY8nc94AaABAg,@rrama2136,Mahfud MD ini Sangkuni nya Indonesia,0,2025-10-31T23:02:18Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzGHI82sgE9IIUtPpN4AaABAg,@sopianadami7297,Lapor kau mahfud  itu baru hebat.,0,2025-10-31T22:28:32Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwqV1PVTorNr8pi1tJ4AaABAg,@AkangMuslimah,Mengapa ragu emangnya dia orang suci,0,2025-10-31T21:49:20Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwMfeX8EgPd8ZvONEx4AaABAg,@vestripchannel8990,"Sosialnya pun gak dapat pak 
Kemahalan tiket nya",0,2025-10-31T19:46:37Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgytKi-z5WM2wLZ1F-B4AaABAg,@geralddukunberkelas,Kesepakatan restrukturisasi hutang 60 tahun whoosh,0,2025-10-31T13:09:03Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyRs7rwHWL6KVuE8p94AaABAg,@LiusAtok-k9c2k,Km org mengerti  koh ini tdk baik babagaimana  dng km.buat yg baik sj .jgn aneh2 .km percaya km,0,2025-10-31T11:10:50Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyQkuZVSwfu0gT9__B4AaABAg,@komunitaspencarikeadilan5013,Apa kaitannya kereta dengan macet,0,2025-10-31T09:00:40Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyZjaURZc9AJUXdxv54AaABAg,@bernardngmalo2217,"Pa Mahfud merasa RAGU, apakah Luhut terlibat Korupsi Kereta Cepat; karena mungkin pa Mahfud pernah jadi Komisaris PT pa Luhut  dst",0,2025-10-31T07:14:30Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwPHnXRk0iSVaosIhB4AaABAg,@djidedendade7376,"Pantas bisnis martabak, pisang goreng, dan usaha meuble pada bangkrut krn tdk kejar keuntungan, tapi biar di bilang baik. 😂😂😂",0,2025-10-31T07:13:07Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxCGSheQGO-QigJ6zF4AaABAg,@YandriGella,Wakto jado menko apa aja kerjanya,0,2025-10-31T06:49:26Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugy2vfSuVBle2TJrSy54AaABAg,@waysheen1959,Yang jelas hanyalah penipuan besar terhadap keuangan rakyat.,0,2025-10-31T05:39:11Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugxh3HgD8x7Jk8NYSlB4AaABAg,@mohammadsoleman7420,Pak Mahfud md ngomong nya ber tele tele.,0,2025-10-31T05:06:37Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugyc6ET76gD8N6En-zZ4AaABAg,@BambangSugiyono-q2e,kalau tidak korupsi tidak masalah,0,2025-10-31T04:09:08Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxYNeuL70Kn9TZPUPl4AaABAg,@ArisArsen-y6y,"Bismillahirrahmanirrahim,segenap seluruh rakyat yg terzolimi atas pemerintah kita yg banyak korup,mari kita berdoa smoga kedepannya Indonesia bebas korupsi, hukuman tegas bagi koruptor menanti,jgn dtunda2.indonesia sudah bangkrut gara2 segelintir orang ( koruptor )",0,2025-10-30T15:20:01Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugzk6TCjV5rkBIX2HBZ4AaABAg,@SaudSitorus,Pagi tahu sore tempe,0,2025-10-30T13:03:09Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwV1qS1YpwSCfA1u5V4AaABAg,@dausashhabul2777,Terang dan jelas,0,2025-10-30T12:16:24Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugz6VjRJaQIlx0Wxm6Z4AaABAg,@AdiCermerlang,ngomong opo iki😂😂😂😂 ga nyambung cuci kaki tdr pak tunggu panggiln kpk sesuai ni antrian 😂😂😂,0,2025-10-30T12:02:35Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzrDlhuCuO1naB9XMB4AaABAg,@AlxFlxProKenyamanan,Dia ini bagian hukum negara dulu ngapain aja ga,0,2025-10-30T11:19:16Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxZCI2nevYdFdPqo5x4AaABAg,@AhmadYudiyono,Saling cari aman 😅😂😂😂,0,2025-10-30T08:11:30Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxCp86-acPa85Vh5HR4AaABAg,@Mujadid-p9k,carilah terus alasan kerugian woosh terus menerus agar rakyat tertipu lagi oleh kebohonganmu,0,2025-10-30T05:39:57Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugy5fArCPHtY6wfxLhV4AaABAg,@MacanPutihh,Kok harus cepat bertindak,0,2025-10-30T05:37:39Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxZqNvwIyYqtxdS57F4AaABAg,@mugiyonogiano2622,"Bila  ada praktik KORUPSI  pada proyek WHOOSH segera SIKAT ! Jangan sampai kalah cepat dgn  Makhluk Pemakan Bangkai yg dgn sigap menjadikan WHOOSH  sbg konten untuk menghasut dan memfitnah.WHOOSH telah mentransformasi sistem perkeretaapian Indonesia dari JAHILIAH (lambat,jadwal amboradul dan telah puluhan tahun membunuh ribuan rakyat Indonesia karena berbagai KECELAKAAN) menjadi modern,aman,nyaman ,cepat dan tepat waktu.Ingat, bagi bangsa  beradab 1 JIWA RAKYAT  nilainya TAK  TERBATAS ! Tak bisa dinilai dgn UANG ! Seharusnya teknologi WHOOSH segera dipelajari,dikuasai dan dikembangkan sendiri agar mandiri, bukan dihujat mengikuti hasutan dan fitnah Makhluk Pemakan Bangkai.Prabowo adalah Visioner  Great Leader,dgn kompetensi,wisdom dan CINTA-nya pasti menemukan solusi untuk melesat maju.Mustahil ia berhenti dan kembali ke jaman JAHILIAH hanya karena hasutan dan FITNAH.",0,2025-10-30T04:18:25Z,positive
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyP0GsNwRMLArhLdxt4AaABAg,@ArnolNahak-h4k,"KAPAN MAU MAJU INDONESIA INI,KALAU ORANG BAGUN INI ITU DI PROTES🙈🙈",0,2025-10-30T04:09:11Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxNN_ckXz0ogkVuq-J4AaABAg,@RasjayaJaya-c9s,KPK HARUS TELUSURI DAN BONGKAR KASUS WHOOSH,0,2025-10-30T03:38:59Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzM3ZzRU4_OTycWBax4AaABAg,@IsmailHarahap-q8i,"Kemacetan jakarta adlah pelemparan bicara, seberapa besar mengusulkan kereta cepat",0,2025-10-30T03:35:23Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxrTI87yuD4cvBO-zl4AaABAg,@HendriIrawan-i3q,"Mahmud MD mulut mu sudah  tidak bisa di percaya lagi,kamu sudah tidak pro rakyat lagi maka kau musuh kami rakyat kecil
Ada dgn kau 
Sekarang berubah haluan sudah jadi TERMUL kau sekarang Mahmud
Dibayar berapa",0,2025-10-30T03:23:08Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugz5vQFOVftFUDCnBBB4AaABAg,@imronriyadi4480,"Kritisnya kok gak pas didalam pemerintahan pak?
Waktu diluar pemerintahan baru koar2",0,2025-10-30T02:11:54Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzEfjl21lQ1InAY6vl4AaABAg,@drsharyanto7027,Makanya hutangnya banyak  karena pemimpinnya TDK menghitung laba,0,2025-10-30T01:27:36Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxyZIFXwXV-LTY8_5Z4AaABAg,@AyamBakar-v3j,Saya melihat Sorot Mata DM Mahngemud bukan org jujur yg tau jujur atau tdk ya Mahngemud sendiri kalo saya mah gemud bukan org jujur,0,2025-10-29T23:33:00Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyA-4LpCUbNVEsXPRh4AaABAg,@Fidaninggar,Mahfud MD setelah kalah pilpres,0,2025-10-29T23:23:22Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxjEk8RywQrSavhs1l4AaABAg,@globalconflicts4114,"Sengkuni sekaligus brutus, memalukan",0,2025-10-29T21:46:53Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxAc8nCOgdZ1TUGFuF4AaABAg,@bangtoba2553,Ngapai MFud bela² Luhut?,0,2025-10-29T21:40:52Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzdXR6CD3efE3mOy3R4AaABAg,@UrayFery-r1s,Negara apa ini.pejabat nya perampok semua.mending bubaring saja negara ini muak aku meliat nya 🤮🤮🤮,0,2025-10-29T18:07:31Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzNkCC5KvPsdn4EumZ4AaABAg,@YunusputramaduraSaja,ayo kpk cepet periksa kaum² termol,0,2025-10-29T17:44:45Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzYKCZ1Z42FrdLw64N4AaABAg,@ArasLebanon,Ya terus kenapa bunga rendah di tolak dan ambil bunga tinggi? Toh ujung2nya apbn.,0,2025-10-29T17:11:26Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzkVelvdCYApTJZ7nt4AaABAg,@RhomaHadiana79,Alasannya pinterr bgt..untuk mengalihkan korupsi y..tukang balikin fakta,0,2025-10-29T15:49:13Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyIBJQ9cY1_EmQuRQN4AaABAg,@gilanxpratama4468,Lu cari aman doang ah,0,2025-10-29T13:45:12Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugwl5FBd8gg0gGf_7wd4AaABAg,@edypurnomo8986,Wes suwe klo prinsip dasar transportasi seperti itu..yg jadi soal itu pengadaan Whosh yg ngawur,0,2025-10-29T13:28:08Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwAMcwkhvn475OumjN4AaABAg,@abdulkadir-p3r3m,"Di ukur dari beban hutang  yg nanggung rakyat se indonesia ngapain bawa"" kota jakarta alasan Macet  Jawabannya NGACO",0,2025-10-29T13:25:08Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzLTV0pXjd0hSWmS6V4AaABAg,@reymondyon,"Dalam waktu 10 tahun ini, para tikut kaya dadakan harta berlimpah, bisa bayar sana sini untuk menutupi keburukan",0,2025-10-29T12:34:00Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugztm6zpx1OnmmOgML14AaABAg,@nagagutsu3552,Dari pada untuk mmbangun yg tak jelas bgtu mendi mmbangun pley over di setiap jalan  tmpat kereta lewat yang selalu mmbikin macet,0,2025-10-29T12:26:10Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzHMy8yuAwgBvdRcyt4AaABAg,@mohamadjefryjefry7190,"Pak Mahfud knp dulu TDK seberani seperti sekarang,bapak dulu kok diam pak",0,2025-10-29T12:25:34Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugyi97nMjR6ISVmOU-p4AaABAg,@mz.maulana,Mpud g paham ekonomi sotoiii,0,2025-10-29T12:20:12Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwjAyaaTWAnQFvS6jt4AaABAg,@kung-cyLa-3587,"Pas pk jkw seolah yaqin, giliran pk Luhut pk êmpud knp ragu  ??",0,2025-10-29T12:07:49Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugwj7l0BHztp4jqvyP14AaABAg,@yajidahmad6961,S O A L  TIPU MENIPU  JOKO MULYONO  JAGONYA.,0,2025-10-29T11:46:28Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwJEoeZ0_aJb4WH1tR4AaABAg,@DirjaSh,"Iya bukan labanya yang diusut tapi pada waktu pembangunannya ada marup atau tidak, ada kebocoran anggaranan, apa kkn tidak begitu pak bro
Pak bro cuman berdalih angkutan masal tdk mencari laba saja",0,2025-10-29T11:28:25Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugw3BpNEm2A2S9cK3nB4AaABAg,@EkokoSudarko,KPK termul boss ngga bakal berani,0,2025-10-29T11:00:53Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugzv_6rT0elpuMtAC914AaABAg,@maruhumsihombing2962,Haaaaaaaaa haaaaaaaaa   dunia ini  memang penuh dosa     kedepan prabowo  gimana,0,2025-10-29T10:54:19Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugwvw-nnkhS4jRD4ukF4AaABAg,@fardlan1829,"Massal nya yang mana pak,",0,2025-10-29T10:29:44Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxArUBvpHoNvKN79Ph4AaABAg,@jantomamonto-sk1lq,KPK HAPUS USUT TUNTAS JGN DIBIARKAN,0,2025-10-29T10:02:54Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyjiVQBojEHHNuxVol4AaABAg,@dataspasiallab-dslab6582,Tetap tegak lurus ya pak Mahfud.,0,2025-10-29T10:02:31Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugxjigf8rNGtQmW0-Uh4AaABAg,@anangrheza5045,"Jngan Sampek APBN terseret,enak ja.giliran rugi mslah rakyat yg d Sandra.",0,2025-10-29T09:47:05Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugxfv7U--70GxraaDTN4AaABAg,@apitsuryadi1136,Sosial itu menyeluruh ! Nyatanya cuma segelintir orang tertentu yg bisa ngerasain adanya whoosh ! Hukum mati !,0,2025-10-29T09:25:34Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzZ1ovn7aT0lpNxTeV4AaABAg,@karmansinaga,Pak Mahfud mantap meganalisa,0,2025-10-29T09:22:35Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugx24Al_DGKHy3vAkz94AaABAg,@nartonotono8842,"Masalahnya pembengkaan  biaya,korupsimu yang gak kira2",0,2025-10-29T08:54:39Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugz0JX6Um-09HWqjyJV4AaABAg,@rasmelnasrun2608,"Sama juga alasannya dengan proyek IKN, tak cari laba tapi untuk cari apa, sosial ???? Masih banyak rakyatmu yang sangat miskin, kwenapa untuk sosial melakukan proyek Yang tak menyentuk rakyat miskin yang banyak ???? Jelas uang sangat banyak bertebaran disini, melihat sepak terjang rezim selama ini nggak mungkin nggak ada uang yang dikorupsi disini, dengan kata lain apa saja proyek baik itu IKN maupun Whoosh diperkirakan ada korupsi triliunan.",0,2025-10-29T08:52:23Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugw36mr9_ILgFTOu0P94AaABAg,@Mukono72,Kebenaran pasti menang •••,0,2025-10-29T08:42:49Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgygDyIXOZH5Nz5oeVN4AaABAg,@ricky0253,KPK takut 😮 KPK pengecut😂,0,2025-10-29T08:31:43Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugyen2GGrboJibUwAVZ4AaABAg,@GADING-w3i,"Aneh juga Pak Mahfud ini. Walaupun beliau masuk di periode 2, apakah beliau tidak curiga ? Atau beliau curiga tapi diam saja ?",0,2025-10-29T08:31:04Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxXExd88K2wKXxY06h4AaABAg,@saipulsaipul7374,ia tpi klo ada yg kbih murah suku  unganya k o harus cri yg mahal ada apa ini,0,2025-10-29T08:26:51Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxTQHw5wJ3GV58bbUd4AaABAg,@kamaruzaman-d2r,Kontraknya b to b kalo gak laba gmn balikin pinjaman,0,2025-10-29T08:05:44Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgzYflW2b-ZgvAkDsWF4AaABAg,@kamaruzaman-d2r,Tapi konyrkanya BtoB gmn kalo gak laba,0,2025-10-29T08:04:34Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgwPhuyOHEg79wQkfil4AaABAg,@KudatroyaKusuma-uz9zf,Ahhh dengar opung ente jd lembek😂😂😂,0,2025-10-29T07:29:05Z,neutral
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgxO8OfX9IhcD_XNpEN4AaABAg,@Bhuwanaentertainment,Kenapa baru sekarang pak Mahfud bicara? Apakah saat menjabat Menkopolhukam tidak berani bicara karena takut kehilangan jabatan?,0,2025-10-29T07:18:26Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,Ugx5g-jjZGvuKxgj_ER4AaABAg,@yanokee6829,kalau KPK takut..untuk apa ada KPK,0,2025-10-29T06:56:52Z,negative
VBwXF2JT6NQ,[FULL] Mahfud MD Ungkap Informasi soal Dugaan Korupsi Whoosh: Saya Ragu Pak Luhut Terlibat Kasus Ini,UgyJxET9vG6Zi0G7D3x4AaABAg,@StarCrystal9,Bercandaaaa ya? Penasaran.,0,2025-10-29T06:47:43Z,neutral
